Month,DayofMonth,DayOfWeek,FlightDate,AirlineID,Carrier,FlightNum,Origin,Dest,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,Cancelled,Diverted,ActualElapsedTime,AirTime,Distance,departure,arrival,origin_airport_code,departureDelay,lon_origin,lat_origin,dest_airport_code,arrivalDelay,lon_dest,lat_dest,Year,id
5,5,1,2008-05-05,19805,AA,397,MIA,LAX,1820,1818,-2.00,0.00,0,10.00,1828,2036,7.00,2055,2043,-12.00,0.00,0,0,0,325.00,308.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,-85317964
5,29,4,2008-05-29,19805,AA,456,MIA,LAX,1930,1929,-1.00,0.00,0,38.00,2007,2217,9.00,2205,2226,21.00,21.00,1,0,0,357.00,310.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,-322839055
5,4,7,2008-05-04,19805,AA,267,MIA,LAX,1610,1652,42.00,42.00,1,16.00,1708,1924,9.00,1845,1933,48.00,48.00,1,0,0,341.00,316.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,111912650
4,26,6,2008-04-26,19790,DL,943,ATL,LAX,1330,1327,-3.00,0.00,0,15.00,1342,1507,14.00,1512,1521,9.00,9.00,0,0,0,294.00,265.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-289229460
9,15,1,2008-09-15,20409,B6,178,PHX,JFK,1130,1129,-1.00,0.00,0,14.00,1143,1903,15.00,1921,1918,-3.00,0.00,0,0,0,289.00,260.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,-112615082
9,2,2,2008-09-02,20409,B6,178,PHX,JFK,1140,1141,1.00,1.00,0,15.00,1156,1918,9.00,1933,1927,-6.00,0.00,0,0,0,286.00,262.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,191689517
9,1,1,2008-09-01,20355,US,16,PHX,JFK,1531,1535,4.00,4.00,0,10.00,1545,2305,10.00,2331,2315,-16.00,0.00,0,0,0,280.00,260.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,391454337
9,30,2,2008-09-30,20355,US,14,PHX,JFK,1214,1242,28.00,28.00,1,15.00,1257,2032,18.00,2000,2050,50.00,50.00,1,0,0,308.00,275.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,515098970
9,16,2,2008-09-16,19790,DL,118,PHX,JFK,635,633,-2.00,0.00,0,18.00,651,1414,5.00,1425,1419,-6.00,0.00,0,0,0,286.00,263.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,706868844
5,21,3,2008-05-21,19805,AA,1254,LAX,MIA,2150,2228,38.00,38.00,1,15.00,2243,601,8.00,540,609,29.00,29.00,1,0,0,281.00,258.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,465065455
5,18,7,2008-05-18,19805,AA,1254,LAX,MIA,2150,2205,15.00,15.00,1,25.00,2230,604,6.00,540,610,30.00,30.00,1,0,0,305.00,274.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,984701669
5,20,2,2008-05-20,19805,AA,231,LAX,MIA,600,558,-2.00,0.00,0,21.00,619,1345,11.00,1347,1356,9.00,9.00,0,0,0,298.00,266.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,-439732363
5,24,6,2008-05-24,19805,AA,252,LAX,MIA,1355,1352,-3.00,0.00,0,19.00,1411,2135,8.00,2142,2143,1.00,1.00,0,0,0,291.00,264.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,-1678225284
5,10,6,2008-05-10,19805,AA,276,LAX,MIA,2300,2254,-6.00,0.00,0,18.00,2312,636,4.00,650,640,-10.00,0.00,0,0,0,286.00,264.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,232011980
1,5,6,2008-01-05,19805,AA,1085,DFW,STL,1910,1915,5.00,5.00,0,8.00,1923,2039,2.00,2045,2041,-4.00,0.00,0,0,0,86.00,76.00,551.00,1,1,DFW,9.302793,-97.04,32.90,STL,5.989472,-90.36,38.75,2008,1019883621
1,18,5,2008-01-18,19805,AA,1336,DFW,STL,705,705,0.00,0.00,0,10.00,715,825,4.00,845,829,-16.00,0.00,0,0,0,84.00,70.00,551.00,1,1,DFW,9.302793,-97.04,32.90,STL,5.989472,-90.36,38.75,2008,-1243006763
1,7,1,2008-01-07,19805,AA,1578,DFW,STL,1320,1317,-3.00,0.00,0,10.00,1327,1440,5.00,1455,1445,-10.00,0.00,0,0,0,88.00,73.00,551.00,1,1,DFW,9.302793,-97.04,32.90,STL,5.989472,-90.36,38.75,2008,1089601594
1,16,3,2008-01-16,19805,AA,1118,DFW,STL,1040,1036,-4.00,0.00,0,8.00,1044,1156,4.00,1220,1200,-20.00,0.00,0,0,0,84.00,72.00,551.00,1,1,DFW,9.302793,-97.04,32.90,STL,5.989472,-90.36,38.75,2008,1682844004
1,14,1,2008-01-14,19805,AA,492,DFW,STL,1525,1521,-4.00,0.00,0,13.00,1534,1652,2.00,1705,1654,-11.00,0.00,0,0,0,93.00,78.00,551.00,1,1,DFW,9.302793,-97.04,32.90,STL,5.989472,-90.36,38.75,2008,-1325860920
1,6,7,2008-01-06,19805,AA,314,DFW,STL,840,837,-3.00,0.00,0,10.00,847,958,4.00,1015,1002,-13.00,0.00,0,0,0,85.00,71.00,551.00,1,1,DFW,9.302793,-97.04,32.90,STL,5.989472,-90.36,38.75,2008,-232137148
1,10,4,2008-01-10,19805,AA,1118,DFW,STL,1040,1036,-4.00,0.00,0,12.00,1048,1156,6.00,1220,1202,-18.00,0.00,0,0,0,86.00,68.00,551.00,1,1,DFW,9.302793,-97.04,32.90,STL,5.989472,-90.36,38.75,2008,-1515575213
1,16,3,2008-01-16,19805,AA,892,DFW,STL,2125,2122,-3.00,0.00,0,11.00,2133,2243,4.00,2300,2247,-13.00,0.00,0,0,0,85.00,70.00,551.00,1,1,DFW,9.302793,-97.04,32.90,STL,5.989472,-90.36,38.75,2008,-2025581875
1,27,7,2008-01-27,19805,AA,1118,DFW,STL,1040,1109,29.00,29.00,1,19.00,1128,1251,5.00,1220,1256,36.00,36.00,1,0,0,107.00,83.00,551.00,1,1,DFW,9.302793,-97.04,32.90,STL,5.989472,-90.36,38.75,2008,128259110
1,22,2,2008-01-22,19805,AA,520,DFW,STL,1220,1220,0.00,0.00,0,12.00,1232,1347,3.00,1400,1350,-10.00,0.00,0,0,0,90.00,75.00,551.00,1,1,DFW,9.302793,-97.04,32.90,STL,5.989472,-90.36,38.75,2008,155596759
1,11,5,2008-01-11,19805,AA,520,DFW,STL,1220,1216,-4.00,0.00,0,10.00,1226,1342,7.00,1400,1349,-11.00,0.00,0,0,0,93.00,76.00,551.00,1,1,DFW,9.302793,-97.04,32.90,STL,5.989472,-90.36,38.75,2008,-1687050146
4,14,1,2008-04-14,20437,FL,274,BOS,ATL,1648,1643,-5.00,0.00,0,23.00,1706,1919,8.00,1940,1927,-13.00,0.00,0,0,0,164.00,133.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,1874044270
4,22,2,2008-04-22,19790,DL,711,BOS,ATL,1220,1215,-5.00,0.00,0,9.00,1224,1433,8.00,1503,1441,-22.00,0.00,0,0,0,146.00,129.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,457717122
4,17,4,2008-04-17,19790,DL,705,BOS,ATL,830,827,-3.00,0.00,0,18.00,845,1048,9.00,1113,1057,-16.00,0.00,0,0,0,150.00,123.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-392697606
4,5,6,2008-04-05,20437,FL,273,BOS,ATL,911,901,-10.00,0.00,0,10.00,911,1155,13.00,1157,1208,11.00,11.00,0,0,0,187.00,164.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,1410697231
4,9,3,2008-04-09,19790,DL,713,BOS,ATL,1330,1327,-3.00,0.00,0,16.00,1343,1606,9.00,1619,1615,-4.00,0.00,0,0,0,168.00,143.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,916814209
4,25,5,2008-04-25,20437,FL,274,BOS,ATL,1626,1621,-5.00,0.00,0,14.00,1635,1843,12.00,1921,1855,-26.00,0.00,0,0,0,154.00,128.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,1069656400
4,13,7,2008-04-13,19790,DL,709,BOS,ATL,1115,1113,-2.00,0.00,0,17.00,1130,1416,8.00,1353,1424,31.00,31.00,1,0,0,191.00,166.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-674005931
4,28,1,2008-04-28,20437,FL,269,BOS,ATL,1250,1244,-6.00,0.00,0,31.00,1315,1554,8.00,1536,1602,26.00,26.00,1,0,0,198.00,159.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-883938259
4,6,7,2008-04-06,19790,DL,663,BOS,ATL,710,728,18.00,18.00,1,16.00,744,1020,24.00,956,1044,48.00,48.00,1,0,0,196.00,156.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,1629517180
4,20,7,2008-04-20,19790,DL,703,BOS,ATL,715,723,8.00,8.00,0,10.00,733,947,10.00,1002,957,-5.00,0.00,0,0,0,154.00,134.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,715693510
4,12,6,2008-04-12,19790,DL,715,BOS,ATL,1530,1531,1.00,1.00,0,18.00,1549,1842,11.00,1814,1853,39.00,39.00,1,0,0,202.00,173.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1100511589
4,7,1,2008-04-07,20437,FL,492,BOS,ATL,1931,1947,16.00,16.00,1,18.00,2005,2219,10.00,2220,2229,9.00,9.00,0,0,0,162.00,134.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1434365259
4,29,2,2008-04-29,20437,FL,273,BOS,ATL,909,906,-3.00,0.00,0,20.00,926,1148,8.00,1155,1156,1.00,1.00,0,0,0,170.00,142.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,876381776
4,5,6,2008-04-05,20437,FL,492,BOS,ATL,1931,1926,-5.00,0.00,0,9.00,1935,2200,8.00,2220,2208,-12.00,0.00,0,0,0,162.00,145.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,1967701122
4,11,5,2008-04-11,19790,DL,715,BOS,ATL,1530,1522,-8.00,0.00,0,30.00,1552,1820,5.00,1814,1825,11.00,11.00,0,0,0,183.00,148.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,620738785
4,15,2,2008-04-15,19790,DL,713,BOS,ATL,1330,1326,-4.00,0.00,0,21.00,1347,1547,9.00,1619,1556,-23.00,0.00,0,0,0,150.00,120.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1760418028
4,28,1,2008-04-28,19790,DL,711,BOS,ATL,1220,1214,-6.00,0.00,0,17.00,1231,1508,12.00,1503,1520,17.00,17.00,1,0,0,186.00,157.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1751566857
4,4,5,2008-04-04,19790,DL,671,BOS,ATL,1115,1202,47.00,47.00,1,16.00,1218,1445,8.00,1353,1453,60.00,60.00,1,0,0,171.00,147.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1632563302
4,8,2,2008-04-08,19790,DL,715,BOS,ATL,1530,1530,0.00,0.00,0,11.00,1541,1806,7.00,1814,1813,-1.00,0.00,0,0,0,163.00,145.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,2093239662
4,18,5,2008-04-18,19790,DL,703,BOS,ATL,715,712,-3.00,0.00,0,16.00,728,939,7.00,1002,946,-16.00,0.00,0,0,0,154.00,131.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,1025710440
4,15,2,2008-04-15,19790,DL,707,BOS,ATL,1015,1021,6.00,6.00,0,12.00,1033,1236,10.00,1253,1246,-7.00,0.00,0,0,0,145.00,123.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1374676606
4,27,7,2008-04-27,20437,FL,269,BOS,ATL,1250,1251,1.00,1.00,0,60.00,1351,1614,8.00,1536,1622,46.00,46.00,1,0,0,211.00,143.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-430068735
4,18,5,2008-04-18,20437,FL,281,BOS,ATL,1755,1750,-5.00,0.00,0,11.00,1801,2017,14.00,2040,2031,-9.00,0.00,0,0,0,161.00,136.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1285132755
4,9,3,2008-04-09,19790,DL,709,BOS,ATL,1115,1115,0.00,0.00,0,14.00,1129,1355,11.00,1353,1406,13.00,13.00,0,0,0,171.00,146.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,990170495
4,23,3,2008-04-23,20437,FL,492,BOS,ATL,1935,1934,-1.00,0.00,0,18.00,1952,2204,8.00,2220,2212,-8.00,0.00,0,0,0,158.00,132.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,1570443956
4,23,3,2008-04-23,20437,FL,281,BOS,ATL,1755,1801,6.00,6.00,0,22.00,1823,2034,25.00,2040,2059,19.00,19.00,1,0,0,178.00,131.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1474945960
4,18,5,2008-04-18,19790,DL,713,BOS,ATL,1330,1327,-3.00,0.00,0,18.00,1345,1553,10.00,1619,1603,-16.00,0.00,0,0,0,156.00,128.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-345536032
1,16,3,2008-01-16,19805,AA,1186,STL,ORD,1235,1233,-2.00,0.00,0,8.00,1241,1324,7.00,1345,1331,-14.00,0.00,0,0,0,58.00,43.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,1573204806
1,13,7,2008-01-13,19805,AA,1186,STL,ORD,1235,1322,47.00,47.00,1,9.00,1331,1424,4.00,1345,1428,43.00,43.00,1,0,0,66.00,53.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,-1076826343
1,9,3,2008-01-09,19805,AA,459,STL,ORD,725,724,-1.00,0.00,0,19.00,743,832,6.00,835,838,3.00,3.00,0,0,0,74.00,49.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,1268882244
1,11,5,2008-01-11,19805,AA,1610,STL,ORD,830,827,-3.00,0.00,0,16.00,843,938,9.00,945,947,2.00,2.00,0,0,0,80.00,55.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,-5556975
1,25,5,2008-01-25,19805,AA,1605,STL,ORD,1150,1147,-3.00,0.00,0,16.00,1203,1245,9.00,1259,1254,-5.00,0.00,0,0,0,67.00,42.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,1357390008
1,29,2,2008-01-29,19805,AA,459,STL,ORD,725,720,-5.00,0.00,0,11.00,731,836,7.00,835,843,8.00,8.00,0,0,0,83.00,65.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,1724565492
1,13,7,2008-01-13,19805,AA,2245,STL,ORD,1655,1653,-2.00,0.00,0,12.00,1705,1756,11.00,1815,1807,-8.00,0.00,0,0,0,74.00,51.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,-713839953
1,30,3,2008-01-30,19805,AA,459,STL,ORD,725,723,-2.00,0.00,0,11.00,734,820,20.00,835,840,5.00,5.00,0,0,0,77.00,46.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,539150413
1,11,5,2008-01-11,19805,AA,1186,STL,ORD,1235,1232,-3.00,0.00,0,13.00,1245,1329,10.00,1345,1339,-6.00,0.00,0,0,0,67.00,44.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,950781466
1,18,5,2008-01-18,19805,AA,1610,STL,ORD,830,826,-4.00,0.00,0,16.00,842,926,7.00,945,933,-12.00,0.00,0,0,0,67.00,44.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,160585261
1,6,7,2008-01-06,19805,AA,1835,STL,ORD,1335,1347,12.00,12.00,0,11.00,1358,1441,7.00,1450,1448,-2.00,0.00,0,0,0,61.00,43.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,1673379555
1,2,3,2008-01-02,19805,AA,2232,STL,ORD,2010,2100,50.00,50.00,1,21.00,2121,2210,5.00,2120,2215,55.00,55.00,1,0,0,75.00,49.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,60074425
1,1,2,2008-01-01,19805,AA,392,STL,ORD,605,600,-5.00,0.00,0,21.00,621,707,19.00,715,726,11.00,11.00,0,0,0,86.00,46.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,1468749580
1,4,5,2008-01-04,19805,AA,1835,STL,ORD,1335,1333,-2.00,0.00,0,13.00,1346,1432,7.00,1450,1439,-11.00,0.00,0,0,0,66.00,46.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,1086520022
5,30,5,2008-05-30,19805,AA,299,MIA,LAX,815,810,-5.00,0.00,0,18.00,828,1029,6.00,1055,1035,-20.00,0.00,0,0,0,325.00,301.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,-457103109
9,14,7,2008-09-14,19386,NW,609,JFK,MSP,1750,1905,75.00,75.00,1,92.00,2037,2202,6.00,2026,2208,102.00,102.00,1,0,0,243.00,145.00,1028.00,1,1,JFK,11.421935,-73.78,40.64,MSP,4.555891,-93.22,44.89,2008,-303258346
5,1,4,2008-05-01,19805,AA,299,MIA,LAX,815,811,-4.00,0.00,0,33.00,844,1104,4.00,1055,1108,13.00,13.00,0,0,0,357.00,320.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,-777742243
5,6,2,2008-05-06,19805,AA,299,MIA,LAX,815,858,43.00,43.00,1,11.00,909,1124,4.00,1055,1128,33.00,33.00,1,0,0,330.00,315.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,1991469580
9,20,6,2008-09-20,19386,NW,609,JFK,MSP,1750,1809,19.00,19.00,1,46.00,1855,2017,9.00,2026,2026,0.00,0.00,0,0,0,197.00,142.00,1028.00,1,1,JFK,11.421935,-73.78,40.64,MSP,4.555891,-93.22,44.89,2008,-1240701505
4,30,3,2008-04-30,19790,DL,1423,ATL,LAX,2130,2127,-3.00,0.00,0,36.00,2203,2323,21.00,2326,2344,18.00,18.00,1,0,0,317.00,260.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-548733988
4,24,4,2008-04-24,19790,DL,885,ATL,LAX,1440,1444,4.00,4.00,0,23.00,1507,1627,5.00,1625,1632,7.00,7.00,0,0,0,288.00,260.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-1410458504
4,21,1,2008-04-21,19790,DL,937,ATL,LAX,1110,1140,30.00,30.00,1,24.00,1204,1326,16.00,1255,1342,47.00,47.00,1,0,0,302.00,262.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,945443629
5,23,5,2008-05-23,19805,AA,299,MIA,LAX,815,816,1.00,1.00,0,19.00,835,1051,14.00,1055,1105,10.00,10.00,0,0,0,349.00,316.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,175048836
5,31,6,2008-05-31,19805,AA,283,MIA,LAX,1115,1114,-1.00,0.00,0,20.00,1134,1326,9.00,1343,1335,-8.00,0.00,0,0,0,321.00,292.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,-347527559
4,15,2,2008-04-15,20437,FL,41,ATL,LAX,2130,2132,2.00,2.00,0,16.00,2148,2311,9.00,2330,2320,-10.00,0.00,0,0,0,288.00,263.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-2018910277
4,4,5,2008-04-04,20437,FL,54,ATL,LAX,1035,1143,68.00,68.00,1,38.00,1221,1355,9.00,1240,1404,84.00,84.00,1,0,0,321.00,274.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,1790442229
4,5,6,2008-04-05,19790,DL,110,ATL,LAX,830,834,4.00,4.00,0,31.00,905,1034,10.00,1020,1044,24.00,24.00,1,0,0,310.00,269.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-421685972
5,25,7,2008-05-25,19805,AA,267,MIA,LAX,1610,1611,1.00,1.00,0,35.00,1646,1841,3.00,1845,1844,-1.00,0.00,0,0,0,333.00,295.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,1965258398
4,26,6,2008-04-26,20437,FL,40,ATL,LAX,1820,1815,-5.00,0.00,0,9.00,1824,1953,5.00,2020,1958,-22.00,0.00,0,0,0,283.00,269.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-527108429
4,25,5,2008-04-25,19790,DL,125,ATL,LAX,1605,1604,-1.00,0.00,0,14.00,1618,1745,5.00,1746,1750,4.00,4.00,0,0,0,286.00,267.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,549158184
5,28,3,2008-05-28,19805,AA,299,MIA,LAX,815,814,-1.00,0.00,0,17.00,831,1040,7.00,1055,1047,-8.00,0.00,0,0,0,333.00,309.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,-548908878
4,7,1,2008-04-07,19790,DL,125,ATL,LAX,1600,1552,-8.00,0.00,0,32.00,1624,1811,3.00,1745,1814,29.00,29.00,1,0,0,322.00,287.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-736420512
4,20,7,2008-04-20,19790,DL,115,ATL,LAX,1845,1927,42.00,42.00,1,23.00,1950,2115,14.00,2037,2129,52.00,52.00,1,0,0,302.00,265.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,1196564524
4,2,3,2008-04-02,20437,FL,40,ATL,LAX,1830,1824,-6.00,0.00,0,10.00,1834,2036,9.00,2035,2045,10.00,10.00,0,0,0,321.00,302.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-1750052473
4,2,3,2008-04-02,19790,DL,885,ATL,LAX,1440,1443,3.00,3.00,0,19.00,1502,1628,9.00,1626,1637,11.00,11.00,0,0,0,294.00,266.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-865118873
5,31,6,2008-05-31,19805,AA,397,MIA,LAX,1820,1823,3.00,3.00,0,11.00,1834,2039,14.00,2055,2053,-2.00,0.00,0,0,0,330.00,305.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,1730790872
4,8,2,2008-04-08,19790,DL,115,ATL,LAX,1845,1854,9.00,9.00,0,26.00,1920,2115,5.00,2037,2120,43.00,43.00,1,0,0,326.00,295.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,263388809
5,5,1,2008-05-05,19805,AA,267,MIA,LAX,1610,1611,1.00,1.00,0,22.00,1633,1846,6.00,1845,1852,7.00,7.00,0,0,0,341.00,313.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,8883374
4,18,5,2008-04-18,19790,DL,110,ATL,LAX,834,833,-1.00,0.00,0,21.00,854,1043,4.00,1019,1047,28.00,28.00,1,0,0,314.00,289.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-791256862
5,4,7,2008-05-04,19805,AA,283,MIA,LAX,1115,1115,0.00,0.00,0,22.00,1137,1344,6.00,1343,1350,7.00,7.00,0,0,0,335.00,307.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,-853324302
5,12,1,2008-05-12,19805,AA,397,MIA,LAX,1820,1809,-11.00,0.00,0,17.00,1826,2051,4.00,2055,2055,0.00,0.00,0,0,0,346.00,325.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,-558687288
9,14,7,2008-09-14,19386,NW,187,JFK,MSP,800,755,-5.00,0.00,0,26.00,821,950,8.00,1017,958,-19.00,0.00,0,0,0,183.00,149.00,1028.00,1,1,JFK,11.421935,-73.78,40.64,MSP,4.555891,-93.22,44.89,2008,857794516
5,8,4,2008-05-08,19805,AA,397,MIA,LAX,1820,1819,-1.00,0.00,0,17.00,1836,2103,7.00,2055,2110,15.00,15.00,1,0,0,351.00,327.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,-429753217
4,27,7,2008-04-27,20437,FL,50,ATL,LAX,2020,2043,23.00,23.00,1,13.00,2056,2219,8.00,2220,2227,7.00,7.00,0,0,0,284.00,263.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,1554849206
5,13,2,2008-05-13,19805,AA,456,MIA,LAX,1930,1927,-3.00,0.00,0,16.00,1943,2201,9.00,2205,2210,5.00,5.00,0,0,0,343.00,318.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,629542241
9,18,4,2008-09-18,20409,B6,180,PHX,JFK,2345,2341,-4.00,0.00,0,35.00,16,736,10.00,720,746,26.00,26.00,1,0,0,305.00,260.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,-363872614
